X,Y,ObjectId,name,text,image,url,address,latitude,longitude,address_zoom,address_place_id,address_street_name,address_street_name_short,address_state,address_post_code,address_country,address_country_short,address_street,address_city,address_street_number,tickets,contact_email,contact_phone,contact_website,opening_hours,GlobalID
16.4456615,49.2038873000001,1,Masarykův okruh,"Závodní okruh pro automobilové i&nbsp;motocyklové závody.
Tradice Masarykova okruhu sahá až do roku 1930, kdy byla vybudována přírodní trať vedená po silnicích na okraji rozrůstajícího se Brna. Současný Masarykův okruh vznikl v&nbsp;letech 1985–1987 a&nbsp;je špičkovou závodní tratí splňující nejpřísnější kritéria pro pořádání prestižních světových motoristických závodů.
Každoročně se zde koná několik závodů automobilů i&nbsp;motocyklů, do roku 2020 se zde konal závod Grand Prix České republiky, který byl zařazen do seriálu mistrovství světa silničních motocyklů, neboli MotoGP.
Masarykův okruh však hostí i&nbsp;nemotoristické události. Konal se zde například závod na kolečkových běžkách a&nbsp;koloběžkách, běžecký maratón spojený se závodem vozíčkářů na stejné trati, proběhla se tady i&nbsp;psí spřežení. Na okruhu se pravidelně koná také seriál cyklistických závodů Velká cena Kola Svorada a&nbsp;i&nbsp;když je určen hlavně amatérům, jako součást tréninku si ho oblíbili i&nbsp;mnozí profesionálové.
Dodnes Masarykův okruh nabízí také nevšední zážitky pro širokou veřejnost. Probíhají zde akce jako Masaryk Run, Jarní cena Brna, Histo Cup, Ferrari plus i&nbsp;Masaryk Racing Days.
Virtuální prohlídka",https://www.gotobrno.cz/wp-content/uploads/2017/06/dscf9067-zdenek-kolarik-tribuna-s-motorkami.jpg,https://www.gotobrno.cz/misto/masarykuv-okruh/,"Automotodrom Brno, Ostrovačice, Česko",49.2038873,16.4456615,,,,,,,,,Masarykův okruh 201,Ostrovačice,,,,,http://www.automotodrombrno.cz,,{E2BBD463-083A-4267-B21D-72C89B3FE365}
16.6020530000001,49.1854489,2,Winning Group Arena,"Největší víceúčelová aréna v Brně byla otevřena v&nbsp;roce 1982.
První akcí v tehdejší hale Náplavka, jak znělo první pojmenování (podle sousední ulice), bylo mistrovství světa v kuželkách. Dnes se zde konají nejrůznější koncerty, sportovní i&nbsp;kulturní akce, školicí semináře apod. Především jde ale o&nbsp;arénu, v níž hrávají své domácí zápasy hokejisté Komety Brno. Kapacita hlediště na její zápasy je kolem 7 700 diváků a&nbsp;bývá pravidelně zaplněná do posledního místa.
Aréna má výbornou dostupnost, nachází se 10 minut chůze od vlakového i&nbsp;autobusového nádraží a&nbsp;15 minut od samotného centra města. U&nbsp;objektu se nachází i&nbsp;zastávka městské hromadné dopravy Křídlovická, kde zastavuje tramvaj číslo 8 a&nbsp;několik autobusových linek.",https://www.gotobrno.cz/wp-content/uploads/2018/03/170418_drfg_foto_sch009.jpg,https://www.gotobrno.cz/misto/winning-group-arena/,"Křídlovická 911/34, Brno-střed-Staré Brno, Česko",49.1854489,16.6020530000001,,,,,,,,,Křídlovická 911/34,Brno,,,,"+420&nbsp;543&nbsp;420&nbsp;043",http://drfgarena.cz/,,{13846E78-5C59-4D5E-8FCC-E58DEA8048B2}
16.6069664,49.2144396,3,Bazény Lužánky,"Areál Bazény Lužánky otevřen.
Jediný brněnský 50m bazén s&nbsp;novým moderním bazénem o&nbsp;délce 25&nbsp;m.
Tento krytý plavecký stadion s bazénem o&nbsp;délce 50&nbsp;m slouží Brňanům již od roku 1978. Za zmínku stojí především unikátní střecha od projektanta Ferdinanda Lederera, pod kterou se tyčí tribuna až pro 800 diváků. Nově vedle největšího brněnského bazénu vznikl druhý, tentokrát 25m bazén spolu s 16m pro začínající plavce.
Kromě plaveckých bazénů najdete v areálu Bazény Lužánky i&nbsp;plnohodnotné wellness s&nbsp;venkovní terasou a&nbsp;VIP zónou.
V ceně vstupu do bazénů je v určité dny a&nbsp;hodiny možnost využít služeb instruktorů plavání pro děti i&nbsp;dospělé. Ve wellness pak probíhají saunové ceremoniály. Součástí padesátimetrového bazénu je i&nbsp;10m skokanská věž splňující mezinárodní normy. Je jedna ze dvou v České republice.
Doplnit energii můžete v prostoru občerstvení, které je přístupné z vestibulu i&nbsp;z padesátimetrového bazénu, do kterého vidíte skrz prosklenou stěnu.",https://www.gotobrno.cz/wp-content/uploads/2018/03/dsc2658.jpg,https://www.gotobrno.cz/misto/bazeny-luzanky/,"Sportovní 486/4, Brno-Královo Pole, Česko",49.2144396,16.6069664,,,,,,,,,Sportovní 486/4,Brno,,,,,http://www.bazenzaluzankami.cz,,{7F2139E0-7322-4CD5-90B0-19310901BD33}
16.5839671000001,49.2269613,4,STAREZ Aréna Vodova,"Areál při ulici Vodově celoročně slouží sportu i&nbsp;kultuře.
Areál Vodova najdete v městské části Královo Pole přibližně čtyři kilometry od centra města. Jeho součástí jsou velká a&nbsp;malá hala míčových sportů (basketbal, volejbal, házená, florbal, futsal) a&nbsp;kluziště s umělou ledovou plochou. Sídlí zde několik sportovních klubů, v blízkosti se nachází víceúčelová sportovní hala Srbská a&nbsp;hotel.
Kluziště, které je určeno pro rekreační bruslení, bylo uvedeno do provozu již v roce 1970 a&nbsp;dodnes patří k nejoblíbenějším v Brně pro svou nezaměnitelnou atmosféru. K dispozici je vyhřívaná šatna i&nbsp;půjčovna bruslí.
Velká hala má kapacitu 5&nbsp;500 stojících a&nbsp;2&nbsp;900 sedících návštěvníků. Malá hala má kapacitu 1&nbsp;400 stojících a&nbsp;900 sedících. Kluziště se navíc přes léto mění na multifunkční hřiště. V&nbsp;blízkosti haly se nachází zastávka tramvaje číslo 12 – Červinkova.
Virtuální prohlídka",https://www.gotobrno.cz/wp-content/uploads/2018/03/160504_final_zapas_volejbal_muzi_brno_foto_sch003.jpg,https://www.gotobrno.cz/misto/starez-arena-vodova/,"Vodova 108, Brno-Královo Pole, Česko",49.2269613,16.5839671,,,,,,,,,Vodova 108,Brno,,,,"+420&nbsp;515&nbsp;800&nbsp;515",https://vodova.sportujemevbrne.cz/,,{C6A1D601-9BD2-473A-A811-947247B80F28}
16.5880018,49.2286323000001,5,Městský fotbalový stadion Srbská,"Místo první fotbalové ligy v Brně.
První fotbalové hřiště v&nbsp;místě současného stadionu Srbská v Králově Poli bylo otevřeno již v roce 1949 a&nbsp;mělo kapacitu 30 000 diváků. Rekordní návštěvnost zde byla zaznamenána v roce 1993, kdy fotbalový zápas mezi Boby Brno a&nbsp;Spartou (1:5) vidělo 19&nbsp;285 diváků. Místo ale nepatřilo vždy jen kopané. Konaly se zde závody v atletice i&nbsp;v ploché dráze, závodilo se tu na koních a&nbsp;cvičila se spartakiáda.
V roce 2001 prošel stadion v&nbsp;rekordně krátké době rekonstrukcí a&nbsp;během čtyř měsíců zde vyrostl prakticky nový stadion. Z&nbsp;Lužánek se sem přestěhoval prvoligový fotbalový klub FC Zbrojovka Brno. V roce 2015 byla zastřešena západní tribuna. Současná kapacita je 12&nbsp;550 míst, z toho je 10&nbsp;200 určeno fanouškům. Stadion vyhovuje normám UEFA 2003 a&nbsp;v&nbsp;jeho blízkosti se nachází zastávka trolejbusu číslo 32 – Srbská.",https://www.gotobrno.cz/wp-content/uploads/2018/03/160511_zbrojovka_vs_sparta_foto_sch038.jpg,https://www.gotobrno.cz/misto/mestsky-fotbalovy-stadion-srbska/,"B. Němcové 2299/47, Brno-Královo Pole, Česko",49.2286323,16.5880018,,,,,,,,,B. Němcové 2299/47,Brno,,,,,,,{94E50416-307E-4BD0-82DE-519D2C672959}
16.6187028000001,49.1662857000001,6,Městský baseballový stadion,"Baseballová utkání v blízkosti řeky Svratky.
Městský baseballový stadion byl postaven v roce 2007. Nachází se na jihu Brna u řeky Svratky v části Brno-Komárov. Byl jedním z prvních sportovišť na tomto území, kde postupně vyrostl jeden z největších sportovně-rekreačních areálů v Brně. Od svého vzniku je pronajat baseballovému týmu Draci Brno, jehož historie sahá až do roku 1972 a&nbsp;zakladateli byli členové junáckého oddílu Děti Slunce. Kromě tuzemských utkání se zde odehrávají i&nbsp;významné mezinárodní baseballové akce.
U areálu je zastávka Hněvkovského autobusových linek číslo 40, 48, 63, 67 a&nbsp;zastávka Kšírova linky 50. Z&nbsp;konečné zastávky Komárov (tramvajová linka číslo 12) je to sem 500 metrů chůze po cyklostezce, která vede od DRFG arény kolem areálu až k Olympii.",https://www.gotobrno.cz/wp-content/uploads/2018/03/mestsky-baseballovy-stadion.jpg,https://www.gotobrno.cz/misto/mestsky-baseballovy-stadion/,Sokolova 2h,49.1662857,16.6187027999999,,,,,,,,,Sokolova 2h,Brno,,,,,https://draci.baseball.cz/,,{5B15A4E7-75FD-448B-A562-12132529025B}
16.5770129000001,49.2243801000001,7,Centrum sportovních aktivit VUT Brno,"Sportování v&nbsp;areálu Pod Palackého vrchem.
Toto vysokoškolské pracoviště s dlouholetou sportovní tradicí nabízí sportovní areály pro celoroční kondiční, tréninkovou i&nbsp;závodní činnost nejen široké veřejnosti (děti, studenti, dospělí, senioři) nebo sportovním klubům, firmám a&nbsp;organizacím, ale také vrcholovým i&nbsp;výkonnostním sportovcům.
Týmy odborníků jsou připraveny postarat se i&nbsp;o&nbsp;sportovce se specifickými potřebami. Najdete zde jak prostředí určené pro pravidelný sport, tak pro jednorázové sportovní akce. V nabídce je také vzdělání v kurzech a&nbsp;školeních s akreditací MŠMT pro lektory a&nbsp;instruktory. Sídlo a&nbsp;většina sportovišť se nachází v&nbsp;areálu Pod Palackého vrchem.",https://www.gotobrno.cz/wp-content/uploads/2018/03/areal.jpg,https://www.gotobrno.cz/misto/centrum-sportovnich-aktivit-vut-brno/,"Technická 2896/2, Brno-Královo Pole, Česko",49.2243801,16.5770129,,,,,,,,,Technická 2896/2,Brno,,,,,http://www.cesa.vutbr.cz,,{C97EFA4A-EF17-407C-B7EF-994FDD4E80F8}
16.6233229640001,49.1688468240001,8,Sportovně-rekreační areál Hněvkovského,"Sportovní areál se širokou outdoorovou nabídkou.
Multifunkční sportovní areál mezi ulicí Hněvkovského a&nbsp;řekou Svratkou nabízí bohaté sportovní vyžití. Najdete zde fotbalové hřiště FC Sparta Brno, dráhy pro bikros i&nbsp;prodejnu, půjčovnu a servis in-line bruslí. Z bývalé kotelny vznikl sportovní klub s&nbsp;vnitřními i&nbsp;venkovními lezeckými stěnami, stolním tenisem, skateparkem, Arrow Game, třemi tenisovými hřišti a&nbsp;dvěma hřišti multifunkčními, kde si můžete zahrát míčové hry od malé kopané po basketbal.
Všechna sportoviště mají večerní osvětlení a&nbsp;zajímavé výhledy poskytuje vyhlídková věž vybudovaná z bývalého komína. Volné plochy areálu jsou dějištěm Studentského Majálesu či místem stanování cirkusových šapitó. Areál je dostupný autobusy číslo 40, 48, 63 a&nbsp;67, pět minut chůze odtud je konečná tramvaje číslo 12. Za řekou se nachází Přírodní koupací biotop Brno-jih.",https://www.gotobrno.cz/wp-content/uploads/2018/03/140403_sport_areal_brno_jih_foto_sch022.jpg,https://www.gotobrno.cz/misto/sportovne-rekreacni-areal-hnevkovskeho/,"Hněvkovského 712/62d, 617 00 Brno-jih-Komárov, Česko",49.1688468236171,16.6233229637146,,,,,,,,,Komárov,Brno,,,,,http://komec.cz,,{6D4D4F97-AAEB-4A39-AC98-0889BFE8F947}
16.6007281,49.2031712,9,"Sokolovna a&nbsp;společenské centrum Stadion","Sokolovna s největším společenským sálem v Brně.
Základní kámen tohoto víceúčelového komplexu byl položen v roce 1927. Za dva roky bylo otevřeno atletické hřiště a&nbsp;rok nato byl zahájen provoz v obou tělocvičnách. Do komplexu byl začleněn a&nbsp;vhodně upraven i&nbsp;původní „výstavní pavilon“, z&nbsp;něhož vznikl velký společenský sál s&nbsp;předsálím a&nbsp;šatnami. Časem přibylo také sokolské kino, restaurace a&nbsp;kavárna.
Dnes na dřívější sportovní tradice navazuje činnost hned několika oddílů, v nabídce je také program pro širokou veřejnost. Provoz sportovní haly a&nbsp;lezeckého centra doplňuje minigolf, hřiště pro malou kopanou a&nbsp;možnost pronájmu různých sportovišť. V dodnes největším společenském sále v Brně (50 x 14&nbsp;m2) se pořádají plesy, módní přehlídky a&nbsp;koncerty (KC Babylon) a&nbsp;v objektu se nachází také Music Club Melodka.",https://www.gotobrno.cz/wp-content/uploads/2018/03/sokolovna-a-spolecenske-centrum-stadion-5.jpg,https://www.gotobrno.cz/misto/sokolovna-a-spolecenske-centrum-stadion/,"Kounicova 20, Brno-střed-Veveří, Česko",49.2031712,16.6007281,,,,,,,,,"Kounicova 20 a&nbsp;22",Brno,,,,,,,{1B6CD53E-46F6-4012-8A3C-06F9B5721604}
16.6205142000001,49.1923472,10,Chytrá únikovka,"Zachraň Brno, zažij Pařbu v Brně nebo najdi Drákulovo srdce.
Máte odpoledne nebo večer čas a&nbsp;chcete se s partou přátel výborně pobavit? Stačí si vybrat jeden ze scénářů Chytré únikovky a&nbsp;prověřit svůj důvtip, logické myšlení a&nbsp;schopnost týmové spolupráce.
Přímo v centru Brna na vás čeká několik výzev. Jednou z nich je ZACHRAŇ BRNO! – neuvěřitelně reálná hra, ve které je vaším cílem zjistit, na který objekt v&nbsp;Brně mají spadeno teroristé, a&nbsp;plán jim překazit.
Preferujete raději zábavu? Pak si nenechte ujít PAŘBU V BRNĚ, kde na vlastní oči uvidíte, jak může vypadat, a&nbsp;hlavně skončit neřízený mejdan, jehož se stanete součástí. Hlavně pozor! Naše PAŘBA je o&nbsp;všech lidských neřestech, takže nic pro malé dětičky.
Bojíte se rádi? Samotný název DRÁKULOVO SRDCE napovídá, že na vás dýchne tajemno skryté v transylvánských zákoutích. Nakoukněte do hrobky hraběte Drákuly a&nbsp;objevte vše, co vám v noci může vstoupit do snů.
Myslíte, že tu jsme sami? Možná se hodně mýlíte. PŘÍSNĚ TAJNÉ je název nejen hry samotné, ale také nápis na složce, která se nikdy neměla dostat na veřejnost. Nyní už je pouze na vás, abyste zajistili všechny důkazy dříve, než se je pokusí „ti druzí“ zničit.

Každá hra má svou adresu:

ZACHRAŇ BRNO: 3.&nbsp;patro, Špitálka 16, 602&nbsp;00 Brno
DRÁKULOVO SRDCE: Špitálka 12, 602&nbsp;00 Brno
PAŘBA V BRNĚ a&nbsp;PŘÍSNĚ TAJNÉ: Kozí 4, 602&nbsp;00 Brno",https://www.gotobrno.cz/wp-content/uploads/2019/07/zachran-brno-1.jpg,https://www.gotobrno.cz/misto/chytra-unikovka/,Špitálka 16,49.1923472,16.6205142,,,,,,,,,,,,"Vstupné od 1190 do 1290 Kč, vstup se hradí přímo na místě",info@chytraunikovka.cz,"777&nbsp;961&nbsp;440",http://www.chytraunikovka.cz,,{CFB9A89D-3B04-4594-9EAE-6504245E5168}
